Name,Plot,Entry,Rep,Location,Planting Date (date),Protein (1st; %),Histidine (1st; %),Serine (1st; %),Arginine (1st; %),Glycine (1st; %),Aspartic acid (1st; %),Glutamic acid (1st; %),Threonine (1st; %),Alanine (1st; %),Proline (1st; %),Cysteine (1st; %),Lysine (1st; %),Tyrosine (1st; %),Methionine (1st; %),Valine (1st; %),Isoleucine (1st; %),Leucine (1st; %),Phenylalanine (1st; %),Tryptophan (1st; %),Sample Name (1st; text)
PI 431636 LSP AGL,NA,246,1,"Rosthern, Canada",2016,31.48971,1.043584,1.499456,2.21723,1.195779,3.539714,4.88801,1.065416,1.252035,1.285985,0.2535102,2.005409,0.8750082,0.2660174,1.458161,1.280006,2.206074,1.487197,0.2394359,16 ros 246
PI 431636 LSP AGL,NA,246,1,"Sutherland, Canada",2016,32.3101,1.13263,1.507246,2.300407,1.2163,3.580234,5.007249,1.074872,1.228864,1.309261,0.2442881,1.982956,0.8762739,0.2509475,1.461857,1.300023,2.238206,1.499957,0.2426251,16 sut 246
PI 431643 LSP AGL,NA,247,1,"Rosthern, Canada",2017,30.18741,0.7119029,1.493275,2.272539,1.203062,3.594112,4.829848,1.309323,1.226381,1.227737,0.2912547,1.990315,0.9378457,0.2946632,1.483717,1.301708,2.181003,1.514072,0.2375456,ros 247 sst who
PI 431643 LSP AGL,NA,247,1,"Sutherland, Canada",2017,30.19903,0.8808732,1.48829,2.293467,1.202282,3.490131,4.801669,1.242306,1.234033,1.220521,0.2882024,1.954427,0.9314402,0.2841917,1.484166,1.293112,2.165886,1.502623,0.2398086,sut 247 sst who
PI 431643 LSP AGL,NA,247,1,"Rosthern, Canada",2016,32.01896,1.002989,1.538412,2.219997,1.2544,3.732667,4.997622,1.136012,1.312498,1.283272,0.2832577,2.060264,0.9163292,0.3067175,1.483572,1.311752,2.256317,1.512467,0.2435901,16 ros 247
PI 431643 LSP AGL,NA,247,1,"Sutherland, Canada",2016,32.09303,1.037285,1.522472,2.196363,1.250299,3.727883,5.014044,1.12358,1.283613,1.281715,0.2702199,2.029148,0.9067271,0.2882709,1.472602,1.307707,2.245359,1.49228,0.2494155,16 sut 247
PI 431662 LSP AGL,NA,248,1,"Rosthern, Canada",2017,29.43035,0.7925124,1.44876,2.225439,1.157943,3.473333,4.674418,1.22491,1.203255,1.186486,0.2933034,1.949372,0.8991705,0.2788252,1.444769,1.239356,2.108849,1.454374,0.2334752,ros 248 sst who
PI 431662 LSP AGL,NA,248,1,"Sutherland, Canada",2017,30.25665,0.9544572,1.466881,2.300815,1.176617,3.407292,4.714792,1.209473,1.202385,1.224985,0.2914588,1.924657,0.9029275,0.273258,1.468299,1.259769,2.147398,1.479922,0.2399165,sut 248 sst who
PI 431662 LSP AGL,NA,248,1,"Rosthern, Canada",2016,29.64691,0.9047386,1.420963,2.026963,1.14888,3.529182,4.647614,1.031152,1.211317,1.199027,0.2761435,1.945314,0.8478465,0.2976879,1.381478,1.206895,2.090983,1.392957,0.2271201,16 ros 248
PI 431662 LSP AGL,NA,248,1,"Sutherland, Canada",2016,29.85073,1.004767,1.435537,2.056374,1.169999,3.478195,4.676007,1.056337,1.190089,1.200328,0.267086,1.934484,0.8396133,0.2641483,1.389675,1.221678,2.102939,1.403968,0.2330455,16 sut 248
PI 431663 LSP AGL,NA,249,1,"Rosthern, Canada",2017,27.60628,0.7059044,1.362608,2.08954,1.079828,3.252179,4.359428,1.16433,1.116195,1.135225,0.291276,1.821436,0.8475657,0.2615721,1.348585,1.167633,1.977069,1.371099,0.2217321,ros 249 sst who
PI 431663 LSP AGL,NA,249,1,"Sutherland, Canada",2017,28.85313,0.9642292,1.382321,2.187986,1.098737,3.201856,4.456582,1.145845,1.136505,1.18085,0.2791425,1.833192,0.8546031,0.2570248,1.376175,1.184379,2.030856,1.399897,0.225593,sut 249 sst who
PI 431663 LSP AGL,NA,249,1,"Rosthern, Canada",2016,27.19366,0.7759366,1.310408,1.770542,1.05577,3.214354,4.270994,0.9665653,1.122211,1.124999,0.2631422,1.819877,0.7745301,0.2803941,1.264155,1.113272,1.929898,1.28655,0.2114418,16 ros 249
PI 431663 LSP AGL,NA,249,1,"Sutherland, Canada",2016,28.87932,0.8844081,1.396611,1.978443,1.099131,3.346733,4.515115,1.070942,1.154779,1.165939,0.2675068,1.915101,0.831031,0.2621869,1.348745,1.18772,2.03241,1.370853,0.222433,16 sut 249
PI 431679 LSP AGL,NA,250,1,"Rosthern, Canada",2017,29.93137,0.831156,1.452028,2.286587,1.140728,3.519483,4.743935,1.2026,1.207609,1.209479,0.2897831,1.956422,0.8975677,0.2729492,1.460028,1.260679,2.132604,1.470104,0.2337636,ros 250 sst who
PI 431679 LSP AGL,NA,250,1,"Sutherland, Canada",2017,31.17174,1.136903,1.459907,2.395344,1.145043,3.492143,4.765761,1.160938,1.207785,1.228038,0.2798483,1.926742,0.8980458,0.2619206,1.467343,1.264139,2.147719,1.47778,0.2391152,sut 250 sst who
PI 431679 LSP AGL,NA,250,1,"Rosthern, Canada",2016,30.20382,1.058622,1.440235,2.088791,1.139396,3.54112,4.674225,1.00293,1.192761,1.202235,0.2765371,1.938328,0.8497201,0.2841176,1.390749,1.216021,2.101725,1.408118,0.2295702,16 ros 250
PI 431679 LSP AGL,NA,250,1,"Sutherland, Canada",2016,30.44781,1.084142,1.450526,2.143234,1.13401,3.429559,4.69269,1.016062,1.172178,1.215569,0.2673578,1.943533,0.8603837,0.2527532,1.404351,1.23427,2.108181,1.423995,0.2273493,16 sut 250
PI 431684 LSP AGL,NA,251,1,"Rosthern, Canada",2017,27.97726,0.6039088,1.421934,2.063909,1.115029,3.341012,4.445684,1.216598,1.149169,1.146343,0.2956575,1.880784,0.8718398,0.2761743,1.395326,1.231305,2.033741,1.415125,0.2230853,ros 251 sst who
PI 431684 LSP AGL,NA,251,1,"Sutherland, Canada",2017,27.35963,0.8407924,1.329544,1.979686,1.055175,3.098545,4.178361,1.11702,1.100849,1.111689,0.2761269,1.76383,0.8323719,0.2589053,1.314544,1.153986,1.918132,1.33111,0.2160138,sut 251 sst who
PI 431684 LSP AGL,NA,251,1,"Rosthern, Canada",2016,28.42408,0.8148338,1.39044,1.87592,1.111325,3.3776,4.463655,1.034746,1.156176,1.151082,0.2712525,1.905286,0.8303818,0.2890507,1.337753,1.181747,2.025261,1.35666,0.2195341,16 ros 251
PI 431684 LSP AGL,NA,251,1,"Sutherland, Canada",2016,28.02675,0.9076172,1.370651,1.813245,1.099934,3.201189,4.368494,0.9914349,1.109556,1.14295,0.2486922,1.858798,0.805053,0.2488611,1.318205,1.174566,1.991323,1.335512,0.2149894,16 sut 251
PI 431705 LSP AGL,NA,252,1,"Rosthern, Canada",2017,27.91661,0.8706775,1.344178,2.056759,1.069007,3.144202,4.275476,1.141265,1.094957,1.137802,0.2745818,1.798234,0.846172,0.2588072,1.319414,1.153677,1.939678,1.343705,0.2163734,ros 252 sst who
PI 431705 LSP AGL,NA,252,1,"Sutherland, Canada",2017,29.83074,1.063551,1.399158,2.243395,1.126522,3.302924,4.550656,1.17186,1.160967,1.194037,0.2696464,1.866465,0.8719774,0.2662605,1.399806,1.212013,2.05531,1.417476,0.2295382,sut 252 sst who
PI 431705 LSP AGL,NA,252,1,"Rosthern, Canada",2016,26.98126,0.8032858,1.293858,1.757562,1.047168,3.158166,4.159705,0.9599453,1.088042,1.126129,0.2642351,1.781484,0.7695999,0.2754704,1.238188,1.100631,1.896901,1.266628,0.2101975,16 ros 252
PI 431705 LSP AGL,NA,252,1,"Sutherland, Canada",2016,28.26266,1.010537,1.344824,1.906235,1.063086,3.104276,4.260715,0.9965193,1.088148,1.14988,0.2562374,1.820544,0.8082574,0.2440192,1.285084,1.13337,1.934998,1.311145,0.2130156,16 sut 252
PI 431710 LSP AGL,NA,253,1,"Rosthern, Canada",2017,28.96826,0.7946431,1.429333,2.189386,1.124139,3.417018,4.550082,1.202183,1.153999,1.176933,0.2920884,1.895916,0.8815314,0.2798966,1.406566,1.229568,2.066093,1.428419,0.2261804,ros 253 sst who
PI 431710 LSP AGL,NA,253,1,"Sutherland, Canada",2017,28.60771,0.9336711,1.379834,2.119071,1.097723,3.268516,4.395416,1.139058,1.143547,1.15554,0.2802052,1.835871,0.8617621,0.2689967,1.370726,1.19671,2.007564,1.388741,0.2241074,sut 253 sst who
PI 431710 LSP AGL,NA,253,1,"Rosthern, Canada",2016,28.67455,0.9294361,1.387339,1.940292,1.087868,3.361096,4.466325,0.9971091,1.129211,1.156901,0.2691143,1.883299,0.8174891,0.2826407,1.320579,1.168642,2.016531,1.352395,0.2164634,16 ros 253
PI 431710 LSP AGL,NA,253,1,"Sutherland, Canada",2016,28.8904,1.030175,1.3789,1.984469,1.081842,3.242901,4.420263,0.9767888,1.086714,1.164623,0.2625208,1.849308,0.8114197,0.246593,1.323758,1.172932,1.998076,1.349173,0.2180705,16 sut 253
PI 431714 LSP AGL,NA,254,1,"Rosthern, Canada",2017,28.67641,0.7683084,1.43888,2.169477,1.13503,3.387631,4.481731,1.244275,1.1531,1.160653,0.2993105,1.891304,0.8978696,0.276417,1.400175,1.223413,2.047859,1.424338,0.2293009,ros 254 sst who
PI 431714 LSP AGL,NA,254,1,"Sutherland, Canada",2017,30.20671,0.9225526,1.475081,2.268595,1.174846,3.491495,4.727322,1.232489,1.207593,1.203591,0.2966417,1.953215,0.9177298,0.2850525,1.455991,1.269222,2.135896,1.470948,0.2378904,sut 254 sst who
PI 431714 LSP AGL,NA,254,1,"Rosthern, Canada",2016,29.5178,0.9233431,1.440263,1.987561,1.144592,3.449314,4.582473,1.044914,1.181764,1.187744,0.2831678,1.94455,0.856881,0.2888226,1.37978,1.208293,2.079216,1.387833,0.2311008,16 ros 254
PI 431714 LSP AGL,NA,254,1,"Sutherland, Canada",2016,30.27626,0.9618932,1.47591,2.085623,1.165184,3.472403,4.695984,1.082796,1.18057,1.206416,0.2822988,1.965019,0.8684399,0.2673424,1.409708,1.249461,2.128365,1.428707,0.2328261,16 sut 254
PI 431717 LSP AGL,NA,255,1,"Rosthern, Canada",2017,28.67063,0.8031859,1.430432,2.146871,1.148374,3.391757,4.516824,1.223787,1.165596,1.17117,0.291809,1.896384,0.8862349,0.2793417,1.395261,1.2187,2.051589,1.418513,0.2276106,ros 255 sst who
PI 431717 LSP AGL,NA,255,1,"Sutherland, Canada",2017,25.99213,0.7841493,1.267074,1.844206,1.027168,2.92853,3.966001,1.054706,1.068216,1.095818,0.269507,1.707302,0.7973459,0.2611119,1.257393,1.098986,1.839425,1.276372,0.2085089,sut 255 sst who
PI 431717 LSP AGL,NA,255,1,"Rosthern, Canada",2016,29.41453,1.004368,1.41471,2.008085,1.130827,3.414542,4.575475,1.005485,1.16965,1.191874,0.2705955,1.914283,0.8351367,0.2880525,1.347656,1.192216,2.066333,1.381489,0.2225247,16 ros 255
PI 431717 LSP AGL,NA,255,1,"Sutherland, Canada",2016,29.44761,1.025157,1.418884,1.977237,1.138958,3.334012,4.486928,1.054242,1.147893,1.176516,0.2748145,1.894374,0.8389603,0.2614614,1.352019,1.19798,2.042583,1.369931,0.2274519,16 sut 255
PI 431728 LSP AGL,NA,256,1,"Rosthern, Canada",2017,27.65492,0.6611465,1.389323,2.022239,1.090336,3.25212,4.350679,1.182847,1.120592,1.138543,0.2862178,1.844175,0.8445504,0.2662765,1.351279,1.195813,1.985685,1.382651,0.2202583,ros 256 sst who
PI 431728 LSP AGL,NA,256,1,"Sutherland, Canada",2017,30.12754,0.9612644,1.461559,2.243874,1.159493,3.38525,4.645356,1.1725,1.198566,1.204415,0.2818802,1.929472,0.8868164,0.2713063,1.458395,1.262981,2.118294,1.465941,0.2367277,sut 256 sst who
PI 431728 LSP AGL,NA,256,1,"Rosthern, Canada",2016,28.72832,0.9120492,1.39312,1.934095,1.112483,3.363469,4.483603,0.997144,1.150243,1.182078,0.2710175,1.888807,0.8174061,0.2828341,1.332602,1.181718,2.034616,1.361574,0.2191877,16 ros 256
PI 431728 LSP AGL,NA,256,1,"Sutherland, Canada",2016,29.37215,0.962073,1.432683,1.995276,1.126173,3.335522,4.552878,1.023341,1.14807,1.18293,0.2681012,1.915698,0.8317297,0.2546313,1.37261,1.216391,2.071457,1.395658,0.2256543,16 sut 256
PI 431731 LSP AGL,NA,257,1,"Rosthern, Canada",2017,27.73705,0.6798002,1.394675,2.019011,1.107605,3.273864,4.395348,1.193123,1.130663,1.138594,0.2898346,1.871592,0.8591453,0.2741065,1.364734,1.20267,2.007866,1.390491,0.2208127,ros 257 sst who
PI 431731 LSP AGL,NA,257,1,"Sutherland, Canada",2017,27.58099,0.7899337,1.38736,2.00579,1.121148,3.166857,4.312212,1.117786,1.126533,1.155925,0.2891313,1.804178,0.8430212,0.2719896,1.362208,1.195838,2.000013,1.382244,0.2215048,sut 257 sst who
PI 431731 LSP AGL,NA,257,1,"Rosthern, Canada",2016,29.21344,0.8600758,1.438267,1.955182,1.154143,3.469798,4.589922,1.077935,1.191524,1.182549,0.2823629,1.945752,0.8521834,0.2914502,1.376041,1.217126,2.085006,1.393931,0.2292512,16 ros 257
PI 431731 LSP AGL,NA,257,1,"Sutherland, Canada",2016,30.64453,0.9960407,1.487209,2.115745,1.165993,3.480946,4.694276,1.113402,1.205907,1.204157,0.2847675,1.982736,0.8838342,0.2681027,1.430889,1.255553,2.136376,1.440808,0.2381798,16 sut 257
PI 431739 LSP AGL,NA,258,1,"Rosthern, Canada",2017,30.40111,0.9103043,1.46795,2.311015,1.150831,3.536824,4.727763,1.217407,1.186253,1.209066,0.2884642,1.94606,0.8968327,0.2736038,1.448606,1.263973,2.12073,1.463888,0.2351787,ros 258 sst who
PI 431739 LSP AGL,NA,258,1,"Sutherland, Canada",2017,30.97849,1.040756,1.473644,2.325828,1.172189,3.464172,4.737401,1.233979,1.196731,1.230202,0.2791863,1.930127,0.9000914,0.2750725,1.460478,1.269067,2.142977,1.475319,0.2390841,sut 258 sst who
PI 431739 LSP AGL,NA,258,1,"Rosthern, Canada",2016,30.24284,0.9346716,1.434055,2.082694,1.135407,3.516243,4.656539,1.025604,1.192563,1.225016,0.275427,1.92731,0.8361304,0.2836178,1.377085,1.217922,2.108961,1.408721,0.2319146,16 ros 258
PI 431739 LSP AGL,NA,258,1,"Sutherland, Canada",2016,32.52555,1.112926,1.545137,2.346892,1.247109,3.819534,5.062947,1.092571,1.296094,1.29281,0.285031,2.074997,0.9346241,0.2882214,1.532346,1.321382,2.291313,1.519528,0.253842,16 sut 258
PI 431753 LSP AGL,NA,259,1,"Rosthern, Canada",2017,28.3942,0.8217446,1.407612,2.12068,1.097408,3.308723,4.486252,1.159792,1.125027,1.151472,0.2815547,1.884736,0.865826,0.2632149,1.380372,1.206567,2.019818,1.405932,0.219941,ros 259 sst who
PI 431753 LSP AGL,NA,259,1,"Sutherland, Canada",2017,27.84425,0.8587635,1.35851,2.029193,1.0781,3.125265,4.289916,1.119416,1.101866,1.139425,0.2769845,1.810871,0.837323,0.2599567,1.337323,1.169231,1.960705,1.360124,0.2186817,sut 259 sst who
PI 431753 LSP AGL,NA,259,1,"Rosthern, Canada",2016,28.6551,0.8820621,1.39228,1.90009,1.103377,3.358124,4.444783,1.022532,1.145473,1.165128,0.2693399,1.888872,0.8225865,0.2854559,1.319373,1.167686,2.012442,1.345162,0.2197983,16 ros 259
PI 431753 LSP AGL,NA,259,1,"Sutherland, Canada",2016,31.26474,1.085461,1.498892,2.163836,1.185024,3.464413,4.75594,1.090849,1.214323,1.236608,0.2808406,1.999597,0.8850806,0.261537,1.443463,1.267066,2.16992,1.461164,0.2390319,16 sut 259
PI 431756 LSP AGL,NA,260,1,"Rosthern, Canada",2017,27.95669,0.7676072,1.371202,2.056774,1.080593,3.230748,4.327473,1.172919,1.10323,1.143327,0.2839541,1.831086,0.8614781,0.2692327,1.345592,1.182303,1.97765,1.373688,0.2167989,ros 260 sst who
PI 431756 LSP AGL,NA,260,1,"Sutherland, Canada",2017,28.87359,0.9582562,1.403693,2.183606,1.107027,3.295592,4.472129,1.143209,1.142335,1.16847,0.2789574,1.85883,0.8658121,0.2633398,1.38643,1.212525,2.032488,1.412393,0.2229465,sut 260 sst who
PI 431756 LSP AGL,NA,260,1,"Rosthern, Canada",2016,29.66313,0.9745484,1.430268,2.018192,1.13445,3.484744,4.58949,1.020159,1.155622,1.18972,0.2792379,1.913457,0.8446823,0.2861567,1.36143,1.204368,2.071832,1.382967,0.2256243,16 ros 260
PI 431756 LSP AGL,NA,260,1,"Sutherland, Canada",2016,29.72444,0.985976,1.439238,2.043504,1.128051,3.422497,4.633553,1.041266,1.1328,1.195769,0.2658663,1.926077,0.8470961,0.2535258,1.383131,1.232269,2.09492,1.408378,0.2237123,16 sut 260
PI 431809 LSP AGL,NA,261,1,"Rosthern, Canada",2017,27.77074,0.66883,1.35481,1.972664,1.112306,3.280525,4.372392,1.201621,1.137563,1.150594,0.2748286,1.841045,0.843016,0.2836937,1.350352,1.187737,1.994911,1.37173,0.2207486,ros 261 sst who
PI 431809 LSP AGL,NA,261,1,"Sutherland, Canada",2017,26.48706,0.7261579,1.247093,1.813304,1.001665,2.919278,4.028215,1.11117,1.063229,1.099355,0.2486435,1.727916,0.7736422,0.2537753,1.253733,1.107429,1.849038,1.282804,0.2066983,sut 261 sst who
PI 431809 LSP AGL,NA,261,1,"Rosthern, Canada",2016,28.53022,0.8535411,1.363799,1.917967,1.107807,3.321298,4.409945,1.009774,1.164237,1.192334,0.266583,1.865718,0.8039273,0.2883574,1.315697,1.160753,2.011943,1.346476,0.2182315,16 ros 261
PI 431809 LSP AGL,NA,261,1,"Sutherland, Canada",2016,29.9769,0.9879425,1.420525,2.027357,1.150342,3.395352,4.639278,1.065927,1.170278,1.221308,0.2522686,1.920056,0.8392404,0.261739,1.377883,1.22348,2.098068,1.406887,0.2285874,16 sut 261
PI 431824 LSP AGL,NA,262,1,"Rosthern, Canada",2017,28.30577,0.7657905,1.386874,2.04009,1.132272,3.267051,4.473262,1.202922,1.155198,1.168292,0.2648704,1.858534,0.8530209,0.25685,1.361534,1.20827,2.028233,1.402595,0.2257628,ros 262 sst who
PI 431824 LSP AGL,NA,262,1,"Sutherland, Canada",2017,27.64153,0.7557269,1.337878,1.972369,1.103758,3.146404,4.355139,1.178319,1.14429,1.154541,0.2595018,1.817569,0.8277235,0.2629045,1.335501,1.182323,1.982928,1.373455,0.221136,sut 262 sst who
PI 431824 LSP AGL,NA,262,1,"Rosthern, Canada",2016,31.31035,0.9482901,1.498459,2.134839,1.248802,3.661048,4.96277,1.144773,1.321629,1.294864,0.2671213,2.050951,0.8875573,0.3114569,1.461347,1.289346,2.249086,1.496668,0.2400019,16 ros 262
PI 431824 LSP AGL,NA,262,1,"Sutherland, Canada",2016,31.57136,0.9773059,1.522157,2.181509,1.214711,3.581405,4.929973,1.108891,1.266651,1.279009,0.2674288,2.031984,0.8936708,0.2705951,1.47348,1.306255,2.224211,1.497337,0.2394963,16 sut 262
PI 431863 LSP AGL,NA,263,1,"Rosthern, Canada",2017,27.56582,0.7577735,1.371055,1.994942,1.085014,3.161893,4.33601,1.154222,1.102313,1.132517,0.2718039,1.834784,0.8504766,0.2615044,1.347698,1.185309,1.977099,1.374909,0.2165881,ros 263 sst who
PI 431863 LSP AGL,NA,263,1,"Sutherland, Canada",2017,29.71028,0.9599636,1.413464,2.22044,1.129997,3.331536,4.620657,1.170826,1.158401,1.188344,0.2713129,1.881297,0.8681403,0.2614451,1.415482,1.237736,2.078026,1.437607,0.2313846,sut 263 sst who
PI 431863 LSP AGL,NA,263,1,"Rosthern, Canada",2016,27.16687,0.8651252,1.306102,1.76221,1.056441,3.080976,4.21597,0.9571191,1.096776,1.149208,0.2403205,1.810573,0.7701069,0.2593657,1.254007,1.111688,1.916934,1.291774,0.2078908,16 ros 263
PI 431863 LSP AGL,NA,263,1,"Sutherland, Canada",2016,30.26163,1.094316,1.415406,2.007757,1.158773,3.332459,4.65471,1.016431,1.16644,1.21882,0.2405794,1.903773,0.8173173,0.2462747,1.360524,1.212991,2.093337,1.389979,0.2300044,16 sut 263
PI 431873 LSP AGL,NA,264,1,"Rosthern, Canada",2017,26.10504,0.6685711,1.301041,1.839882,1.028653,2.941264,4.079923,1.115441,1.053897,1.090254,0.2581608,1.769628,0.7827136,0.2408223,1.271761,1.126789,1.870823,1.314427,0.2028079,ros 264 sst who
PI 431873 LSP AGL,NA,264,1,"Sutherland, Canada",2017,27.61557,0.8798134,1.325062,1.997994,1.06816,3.079094,4.29623,1.120908,1.11104,1.145647,0.2601871,1.792797,0.8154978,0.2526575,1.323083,1.168817,1.954935,1.361908,0.2152022,sut 264 sst who
PI 431873 LSP AGL,NA,264,1,"Rosthern, Canada",2016,27.45567,0.8122398,1.343393,1.796521,1.075331,3.14021,4.306849,0.9824277,1.11358,1.150473,0.2541254,1.85157,0.7965142,0.2655682,1.284382,1.140095,1.958275,1.323544,0.2115584,16 ros 264
PI 431873 LSP AGL,NA,264,1,"Sutherland, Canada",2016,28.51555,0.9747176,1.350852,1.865391,1.055846,3.030407,4.320583,0.970023,1.079871,1.164837,0.2388064,1.847145,0.7885067,0.2361326,1.296327,1.152296,1.963996,1.332553,0.2098497,16 sut 264
PI 431884 LSP AGL,NA,265,1,"Rosthern, Canada",2017,27.94202,0.6544621,1.412353,2.080745,1.104472,3.287029,4.497426,1.198564,1.16632,1.153601,0.27653,1.897368,0.8828083,0.2695168,1.399661,1.227512,2.043017,1.425246,0.2195087,ros 265 sst who
PI 431884 LSP AGL,NA,265,1,"Sutherland, Canada",2017,29.40493,0.8266973,1.457473,2.2564,1.152268,3.39097,4.709722,1.187527,1.201141,1.193015,0.2810327,1.926433,0.9117121,0.2733193,1.458118,1.271353,2.126806,1.483519,0.2319312,sut 265 sst who
PI 431884 LSP AGL,NA,265,1,"Rosthern, Canada",2016,30.17237,0.9511355,1.48567,2.10688,1.187544,3.523293,4.699502,1.065575,1.300244,1.235266,0.2726877,1.999054,0.8875158,0.2819852,1.446599,1.261879,2.134038,1.451234,0.2343022,16 ros 265
PI 431884 LSP AGL,NA,265,1,"Sutherland, Canada",2016,31.3025,1.034633,1.524643,2.203847,1.221287,3.67219,4.889417,1.05575,1.271291,1.254758,0.2776639,2.009516,0.887338,0.2736332,1.468566,1.293416,2.211076,1.484685,0.2448107,16 sut 265
PI 431888 LSP AGL,NA,266,1,"Rosthern, Canada",2017,28.87242,0.7065493,1.449427,2.168894,1.136672,3.478959,4.669592,1.218885,1.199608,1.167573,0.283026,1.942082,0.8782194,0.2735384,1.436784,1.251467,2.105862,1.449881,0.2311437,ros 266 sst who
PI 431888 LSP AGL,NA,266,1,"Sutherland, Canada",2017,28.15498,0.8133352,1.374915,2.095789,1.089779,3.227704,4.416816,1.14282,1.16505,1.153772,0.2751309,1.826966,0.8479113,0.2664438,1.373763,1.193514,2.011925,1.390316,0.2239117,sut 266 sst who
PI 431888 LSP AGL,NA,266,1,"Rosthern, Canada",2016,29.96095,0.8361617,1.494284,2.118785,1.155873,3.550488,4.766452,1.099292,1.218588,1.210371,0.2770273,2.009917,0.871026,0.2779664,1.445998,1.259642,2.146431,1.451709,0.2322221,16 ros 266
PI 431888 LSP AGL,NA,266,1,"Sutherland, Canada",2016,28.30769,0.8520341,1.389477,1.897119,1.083346,3.321836,4.484609,1.026717,1.12731,1.144377,0.2549059,1.889575,0.8117719,0.2589474,1.338943,1.183281,2.014198,1.354424,0.2173068,16 sut 266
PI 431923 LSP AGL,NA,267,1,"Rosthern, Canada",2017,28.7614,0.7703971,1.393848,2.121617,1.087952,3.437219,4.483741,1.203837,1.151668,1.170365,0.2815777,1.869886,0.8428543,0.2703225,1.37104,1.209151,2.031757,1.39692,0.2235219,ros 267 sst who
PI 431923 LSP AGL,NA,267,1,"Sutherland, Canada",2017,29.27412,0.9912928,1.387144,2.160168,1.083814,3.260774,4.43632,1.137312,1.134684,1.174237,0.2689609,1.838466,0.8447431,0.2617037,1.376048,1.202125,2.014142,1.390263,0.2203922,sut 267 sst who
PI 431923 LSP AGL,NA,267,1,"Rosthern, Canada",2016,30.47667,1.008593,1.453754,2.133349,1.143364,3.578924,4.690407,1.045084,1.19356,1.217187,0.2799108,1.948313,0.8627559,0.2915494,1.390503,1.224212,2.110441,1.41146,0.2286181,16 ros 267
PI 431923 LSP AGL,NA,267,1,"Sutherland, Canada",2016,29.46197,0.9743149,1.376008,1.955935,1.099574,3.409159,4.490179,0.9704919,1.13215,1.192116,0.2602575,1.856321,0.8011358,0.2628846,1.316163,1.170443,2.022659,1.334954,0.2277258,16 sut 267
PI 431980 LSP AGL,NA,268,1,"Rosthern, Canada",2017,30.71321,0.7871655,1.555501,2.355347,1.224376,3.600089,4.975194,1.296222,1.295768,1.256853,0.289843,2.051137,0.9568785,0.283264,1.536435,1.348475,2.252841,1.55897,0.2423817,ros 268 sst who
PI 431980 LSP AGL,NA,268,1,"Sutherland, Canada",2017,32.34834,1.017631,1.599346,2.521047,1.268365,3.725101,5.159728,1.240083,1.343078,1.294407,0.2962888,2.075503,0.981229,0.2862783,1.59392,1.389504,2.325635,1.608049,0.2558532,sut 268 sst who
PI 431980 LSP AGL,NA,268,1,"Rosthern, Canada",2016,34.49756,1.141244,1.683703,2.526492,1.349607,4.051902,5.448483,1.211714,1.445304,1.363355,0.3088953,2.221897,1.006616,0.317202,1.633967,1.433134,2.455734,1.648845,0.2641791,16 ros 268
PI 431980 LSP AGL,NA,268,1,"Sutherland, Canada",2016,32.97617,1.200051,1.586926,2.36636,1.270697,3.758998,5.126954,1.14525,1.329907,1.302567,0.2796906,2.088593,0.9437028,0.2716118,1.538691,1.3514,2.307702,1.554539,0.255615,16 sut 268
PI 432000 LSP AGL,NA,269,1,"Rosthern, Canada",2017,28.18351,0.7009352,1.397485,2.05111,1.103822,3.34605,4.496158,1.20764,1.161011,1.150817,0.2737888,1.898586,0.8565643,0.2753112,1.381873,1.209903,2.030489,1.396531,0.2229758,ros 269 sst who
PI 432000 LSP AGL,NA,269,1,"Sutherland, Canada",2017,27.83285,0.8047416,1.328048,1.970946,1.063003,3.217511,4.298475,1.141214,1.12226,1.127466,0.2667716,1.796241,0.813818,0.2679017,1.326302,1.16489,1.958216,1.340822,0.2215303,sut 269 sst who
PI 432000 LSP AGL,NA,269,1,"Rosthern, Canada",2016,29.34431,0.9103369,1.406406,1.98791,1.12565,3.464041,4.569267,1.06648,1.173067,1.179621,0.2740179,1.910639,0.8382165,0.2924806,1.3494,1.18966,2.057775,1.371101,0.2244408,16 ros 269
PI 432000 LSP AGL,NA,269,1,"Sutherland, Canada",2016,28.7264,0.9137637,1.371231,1.862281,1.088015,3.285424,4.419821,0.9994379,1.127748,1.162955,0.2492224,1.865486,0.7986783,0.2541952,1.327271,1.178249,2.009393,1.33629,0.2196806,16 sut 269
PI 432001 LSP AGL,NA,270,1,"Rosthern, Canada",2017,31.32,0.8607132,1.550583,2.402065,1.220908,3.684608,5.025756,1.265952,1.26333,1.270926,0.2912656,2.035017,0.9450476,0.2865721,1.530739,1.346709,2.25647,1.553788,0.2426029,ros 270 sst who
PI 432001 LSP AGL,NA,270,1,"Sutherland, Canada",2017,30.63769,0.9206709,1.50149,2.322412,1.171376,3.537725,4.835796,1.215063,1.232499,1.236263,0.2841338,1.971922,0.9131581,0.2730609,1.478075,1.306368,2.175835,1.505661,0.2371761,sut 270 sst who
PI 432001 LSP AGL,NA,270,1,"Rosthern, Canada",2016,30.5566,0.943739,1.486159,2.13322,1.159357,3.539022,4.811785,1.06434,1.208371,1.248989,0.272291,1.985518,0.859748,0.2821808,1.420166,1.268897,2.174298,1.462446,0.2273547,16 ros 270
