"Entry","Name","Source","CollDate","Lat","Lon","Origin","Region","DTF_Cluster","CotyledonColor","Size","SeedMass1000.2016","SeedMass1000.2017","DTE_Ro16","DTE_Ro17","DTE_Su16","DTE_Su17","DTF_Ro16","DTF_Ro17","DTF_Su16","DTF_Su17","DTM_Ro16","DTM_Ro17","DTM_Su16","DTM_Su17","REP_Ro16","REP_Ro17","REP_Su16","REP_Su17","Pc_Ro16","Pc_Ro17","Pc_Su16","Pc_Su17","Tb_Ro16","Tb_Ro17","Tb_Su16","Tb_Su17"
303,"PI 472569 LSP AGL","USDA",1980,NA,NA,"Egypt","Africa",2,"Red","S",23.2,21.5,8.7,10.3,16.3,14.7,44,42,47,43.5,91.3,75,92.7,82.7,47.3,33,45.7,37.5,5.1,5,5.2,5,-34.6,-36,-33.2,-34
304,"PI 472588 LSP AGL","USDA",1980,NA,NA,"Egypt","Africa",6,"Yellow","M",27.8,31.6,8.3,9.7,15,12.3,46.3,44.7,50.3,49.7,96,82,94.7,86.7,49.7,37.3,44.3,37,6.1,6,6.2,6,-36.2,-37,-34.6,-36
305,"PI 472590 LSP AGL","USDA",1980,NA,NA,"Lebanon","Asia",5,"Yellow","M",45.5,38.1,8.3,9,12.3,13.3,43.7,43.7,47,48,92.7,76.7,91.7,85.7,49,33,44.7,37.7,7,7,7.1,7,-54.8,-56,-52.4,-54
306,"PI 472615 LSP AGL","USDA",1980,NA,NA,"Jordan","Asia",2,"Yellow","M",47.7,51.2,8.3,9.7,15,13.7,44,41,45.3,45.7,89.7,76.7,92.7,82.3,45.7,35.7,47.3,36.7,6.2,6,6.2,6,-44.4,-46,-42.6,-44
307,"PI 472629 LSP AGL","USDA",1980,35.18333333,59.38333333,"Iran","Asia",4,"Yellow","S",37.1,33.1,8.3,9,12.3,12,43.3,42,46.7,46.3,93.3,80,91.3,85.3,50,38,44.7,39,6.3,6,6.4,7,-27.4,-28,-26,-27
308,"PI 477921 LSP AGL","USDA",1983,46.73,-117.16,"USA","Americas",4,"Red/Yellow","L",53.2,53,8,8.7,11.7,13,44,43.7,46.7,47.3,98,80,100.7,87,54,36,54,41,4.6,5,4.8,5,-12.4,-13,-11.7,-12
309,"PI 490288 LSP AGL","USDA",1984,NA,NA,"France","Europe",7,"Yellow","M",29.5,27.4,8.3,8.7,15,13,48.3,48,52,54.7,96.7,82,99.3,86,48.3,34,47.3,32,5.7,6,5.8,6,-29.2,-30,-27.8,-29
310,"PI 490289 LSP AGL","USDA",1984,NA,NA,"France","Europe",6,"Yellow","L",39,44.8,8,9.3,13.7,12.7,45,45.7,48.3,48.3,92.3,79.3,92.3,88.5,47.3,33.7,44,40,6.8,7,6.9,7,-47.2,-49,-45.1,-46
311,"PI 508090 AGL","USDA",1987,46.73,-117.16,"USA","Americas",4,"Yellow","L",55.5,59,8.7,8.3,14.3,10.7,44.7,43.3,48,46.3,96.7,81.3,97.3,87.5,52,38,49.3,42,5.9,6,6,6,-23.6,-24,-22.4,-23
312,"PI 518733 LSP AGL","USDA",1988,NA,NA,"Brazil","Americas",8,"Red","M",28.6,27.4,8.3,9.7,13,12.7,52,52.3,57.3,59.3,96,82,100,90,44,29,42.7,29,5.1,5,5.2,5,-32.4,-33,-31.1,-32
313,"PI 518734 LSP AGL","USDA",1988,NA,NA,"Brazil","Americas",8,"Red","M",27.8,25.4,8.3,9.3,15.7,12.7,52,52.7,58.3,60.3,96,82,102.7,92,44,29.5,44.3,31,5.1,5,5.2,5,-35,-36,-33.6,-35
314,"PI 533688 LSP AGL","USDA",1987,37.58333333,-4.63333333,"Spain","Europe",7,"Yellow","M",60.2,66.4,8.3,9.3,11.7,12,50.3,46.3,51.3,53.3,97.3,82,97.3,NA,47,36,46,NA,6.6,7,6.7,7,-59.5,-61,-57,-59
315,"PI 533693 LSP AGL","USDA",1987,42.33333333,-5.36666667,"Spain","Europe",7,"Yellow","M",32.5,28.5,8.3,8.7,13,13,49.5,48.7,52.3,54.7,97.3,81.3,96,90,47.5,32.7,43.7,37,5.9,6,6,6,-34,-35,-32.5,-33
316,"PI 612875 AGL","USDA",NA,NA,NA,"Syria","Asia",5,"Red","S",29,28.6,8.7,10,15.7,14.7,45.3,39,45.3,45,88.3,73.3,90.7,81.3,43,34.3,45.3,36.3,7.1,7,7.1,7,-87.6,-90,-84.1,-86
317,"PI 643451 AGL","USDA",2006,NA,NA,"Ethiopia","Africa",2,"Red","S",30.3,26,9.3,9.7,17,14.7,44.3,43,48,46,91.3,75.3,90,82.3,47,32.3,42,36.3,5.7,6,5.8,6,-47.6,-49,-45.7,-47
318,"PI 643452 AGL","USDA",2006,NA,NA,"Syria","Asia",2,"Red","M",27,25.2,9.3,9.7,17,12.7,44,42.7,46.7,44,90,75,91,82.7,46,32.3,44.3,38.7,6.1,6,6.2,6,-56.2,-58,-54,-55
319,"Shasta AGL","USDA",2008,46.73,-117.16,"USA","Americas",3,"Yellow","L",50,73.1,9.3,10.3,15,12.3,49.7,46.7,52.3,50,97.3,80,99.3,89.5,47.7,34,47,41.5,4.2,4,4.4,5,-15.3,-16,-14.5,-15
320,"W6 27754 LSP AGL","USDA",2006,NA,NA,"USDA","Other",8,"Yellow","M",33.6,32.3,8.3,9.7,13.7,13.3,51.3,51,58,58,97.3,NA,102.7,90,46,NA,44.7,33,5.6,6,5.7,6,-37.7,-39,-36.1,-37
321,"W6 27760 LSP AGL","USDA",NA,NA,NA,"USDA","Other",3,"Red","M",34.8,32.7,9,9.3,13.7,12.7,47,45.7,51,53.3,92.7,76.7,92,85,45.7,31,41,31.7,5,5,5.1,5,-28.9,-30,-27.6,-28
322,"W6 27763 LSP AGL","USDA",2009,NA,NA,"USDA","Other",5,"Red","M",34.2,29.6,9.3,9,14.3,11.7,44,42.3,47.3,46.3,90,75,91.3,87.5,46,32.7,44,41,7.1,7,7.1,7,-88.2,-90,-84.7,-87
323,"W6 27766 LSP AGL","USDA",2006,NA,NA,"USDA","Other",2,"Red","M",36.9,30.1,8.7,9.7,15,13.3,43.5,44.7,47.7,47,92,77.3,93,86.3,50.5,32.7,45.3,39.3,4.2,4,4.3,5,-32.7,-34,-31.5,-32
324,"W6 27767 LSP AGL","USDA",2006,NA,NA,"USDA","Other",5,"Red","S",32.2,31.1,8.7,10.3,15.7,13.3,45.7,45,50.7,49.3,90,76.5,89.3,82.7,44.3,31.5,38.7,33.3,6.7,7,6.8,7,-74.5,-76,-71.6,-74
